sector,actividad,antiguedad,rfc,calle,colonia,exterior,departamento,municipio,estado,cp,pais,nombre,numero_cliente
INDUSTRIA,OTRAS INDUSTRIAS MANUFACTURERAS,1994-01-04,SIN840826EU4,NARANJOS,SAN FRANCISCO CUAUTLALPAN,6,,NAUCALPAN,EM,53569,MEX,SERVICIO INDUSTRIAL SA DE CV,3PF88I8D
TRANSPORTE,TRANSPORTE,1997-02-14,GIG9611067YA,PINO,DEL BOSQUE,111,,TAMPICO,TM,89318,MEX,GRUPO INTERNACIONAL GAMMA SA DE CV,D06I0P66
COMERCIO,SUPER Y ABARROTES,2001-03-08,GAA001221547,PROFR MELQUIADES CALIXTO CRUZ,XAHUINTLALE,5,,SAN MARTIN TEXMELUCAN,PU,74129,MEX,"GRUPO AGROPECUARIO A VICOLA JOHNNY, S.A. DE C.V.",38P6608D
AGROINDUSTRIA,AGROINDUSTRIA,2010-02-03,AFR091208S25,CARRETERA PANAMERICANA KM,INSURGENTES,55,822,FRESNILLO,ZA,99090,MEX,AGROTRACTORES DE FRE SNILLO  SA DE CV,FNPF0I6D
SERVICIOS,OTROS SERVICIOS,2004-01-05,SIM010217E19,DIEGO DIAZ DE BERLANGA,CARMEN ROMANO,214,,SAN NICOLAS DE LOS GARZA,NL,66444,MEX,"SERVICIOS INTEGRALES DE MANTENIMIENTO EM PRESARIAL,SA DE CV",80BP0ND0
INMOBILIARIO,NO VIVIENDA,1997-05-30,COS961101944,PAPALOTL,COL PEDREGAL DE STO DOMINGO,52,,COYOACAN,DF,4369,MEX,"CONSTRUCTORA OSRO,SA DE CV",D30D8F00
INDUSTRIA,TEXTIL,1993-10-06,CLO910529NG3,AV DE LA JUVENTUD,CENTRO,149 B,,PURISIMA DEL RINCON,GU,36400,MEX,"CALZADO MI LORD,SA D E CV",3PIBFD06
COMERCIO,OTROS COMERCIANTES,2009-11-05,AHP071211ER2,FELIPE ANGELES,LOMAS DEL HUIZACHAL,6,,NAUCALPAN DE JUAREZ,EM,53840,MEX,AUTOMOTIVE HIGH TECH PRODUCTS SA DE CV,FDPB8FFD
COMERCIO,OTROS COMERCIANTES,1999-06-02,COT981210TJA,AVENIDA FRANCISCO I MADERO,TIERRA BLANCA CENTRO,800,,TIERRA BLANCA,VE,95100,MEX,"COMERCIALIZACION ORG ANIZADA DE TIERRA BL ANCA, SA DE CV",3I0BDD3B
COMERCIO,OTROS COMERCIANTES,2005-10-07,PTA970425P98,LIB CARLOS SALINAS DE GORTARI,APTO,617,,FRONTERA,CU,25616,MEX,PERFITUBOS Y ACCESOR IOS SA DE CV,I0PDFNPP
TRANSPORTE,TRANSPORTE,2004-09-23,TLP040719T70,AV JUAREZ,CENTRO,17,,TEQUIXQUIAC,EM,55650,MEX,TRANSPORTADORA Y LOG ISTICA PEREZ SA DE C V,8B3NF8BF
COMERCIO,INSUMOS PARA LA INDUSTRIA,2003-03-04,FNG020621IG6,AVENIDA 2,FLORES MAGON,3313,,CORDOBA,VE,94630,MEX,FERTILIZANTES Y NUTR IENTES DEL GOLFO SA DE CV,NPIID60I
INDUSTRIA,MAQUIRIA Y EQUIPO,2003-06-05,AID030210C65,TREINTA Y SEIS NTE,NUEVO TORREON,210,,TORREON,CU,27060,MEX,AGRO INDUSTRIAL DUZA SA DE CV,B6FIFB66
AGROINDUSTRIA,AGROINDUSTRIA,2003-09-10,ACA030730MI7,BLVD. LUIS ENCINAS,EL TORREON,537,,HERMOSILLO,SO,83204,MEX,AGROPECUARIA CAMOU S A DE CV,BF0FBN3P
COMERCIO,SUPER Y ABARROTES,1996-06-18,PVZ960523PC5,GALENA,CENTRO,69,,JUAN ALDAMA,ZA,98300,MEX,PRODUCTOS DEL VALLE DE ZACATECAS SA DE C V,3F883NPD
COMERCIO,OTROS COMERCIANTES,2003-02-12,TME9412033Y6,PRESA SALINILLAS PISO 10 DESPACHO 1001,IRRIGACION,370,,MIGUEL HIDALGO,DF,11500,MEX,TELESENTINEL DE MEXI CO SA DE CV,NPBNF0F8
SERVICIOS,SERVICIOS PROFESIONALES,1993-12-15,TTS901004MN6,CARRET CENTRAL,REPUBLICA,KM 615,,MATEHUALA,SL,78740,MEX,TT SERVICIOS ESPECIA LIZADOS SA DE CV,3PNNP8B0
COMERCIO,SUPER Y ABARROTES,2011-04-04,DRT1103169J1,RANCHO SAN ISIDRO,MINERAL DE LA REFORMA,4,,MINERAL DE LA REFORMA,HI,42181,MEX,DISTRIBUIDORA ROCHA TULA PACHUCA SA DE C V,FF3D63ID
SERVICIOS,OTROS SERVICIOS,1990-02-12,DIL891117CH4,CANAL DE MIRAMONTES,RESIDENCIAL ACOXPA,119,,TLALPAN,DF,14300,MEX,DILME SA DE CV,36DPP3P0
COMERCIO,SUPER Y ABARROTES,2008-02-20,FBA0802125H3,BLVD ANACLETO GONZALEZ FLORES,DEL CARMEN,437,C,TEPATITLAN DE MORELOS,JA,47690,MEX,FORRAJES BARBA SA DE CV,6FNP0DP3
INDUSTRIA,ELECTRICIDAD,2005-06-09,IAI990215PT5,MORELOS,LADRON DE GUEVARA,2219,,GUADALAJARA,JA,44600,MEX,INSTALACIONES DE AIR E SA DE CV,8P36368F
INMOBILIARIO,NO VIVIENDA,2008-02-21,MMO901105CN8,JOSEFA ORTIZ DE DOMINGUEZ,SANTA CLARA,217,,TOLUCA,EM,50090,MEX,MAQUINARIA MONROY SA DE CV,6FB0PF03
COMERCIO,OTROS COMERCIANTES,1997-03-05,EMG900827PIA,RODRIGO DE TRIANA,VALLARTA NORTE,2920,,GUADALAJARA,JA,44690,MEX,"ELECTROMUEBLES M G D E OCCIDENTE,SA DE CV",D0P3DNF3
COMERCIO,AUTOS Y REFACCIONES,1995-05-11,KTA950411RH7,TAMPICO MANTE,0,KM 14,,ALTAMIRA,TM,89600,MEX,"KENWORTH DE TAMPICO, SA DE CV",3F0DPIII
SERVICIOS,SERVICIOS MEDICOS,1996-11-06,SFC960802LD9,TEXCOCO,CLAVERIA,296,A B C,AZCAPOTZALCO,DF,2080,MEX,SUPER FARMACIA CARER SA DE CV,3FPDF3N6
COMERCIO,INSUMOS PARA LA INDUSTRIA,2003-07-24,ROD921001JP2,PASEO DE LAS NACIONES,LOMAS VERDES 4A SECC,30-1,21 Y 22,NAUCALPAN DE JUAREZ,EM,53120,MEX,RODEQUIM SA DE CV,BP8BBFB0
INMOBILIARIO,NO VIVIENDA,2001-05-08,PIN010323716,ANASTACIO BUSTAMANTE,NOGALES,820,2,JUAREZ,CH,32340,MEX,PROMOTORA INTEGRAL D EL NORTE SA DE CV,N0DI63B8
INDUSTRIA,QUIMICO,1999-05-18,FLE970616US1,MANUEL SOTELO,MORELOS 1A SECCION,520,,TOLUCA,EM,50120,MEX,"FLEXILAB,SA DE CV",DNDB66D0
TRANSPORTE,TRANSPORTE,1993-11-04,TIN9406096K6,AV DE LAS ROSAS,COL JDNES DE JEREZ,106,,LEON,GU,37530,MEX,TRANSPORTADORA INTER AMERICANA SA DE CV,3P8FI380
COMERCIO,SUPER Y ABARROTES,2005-06-22,IFS050506UX1,CARRETERA INTERNACIONAL,ESCUINAPA CENTRO,KM 1105,SUR,ESCUINAPA,SI,82400,MEX,INTEGRADORA FRUTICOL A DEL SUR DE SINALOA SA DE CV,8PB30DPB
INMOBILIARIO,NO VIVIENDA,2001-05-22,GCC940920DX1,KM 2.5 CARRETERA AGUA BLANCA,AGUA BLANCA,SN,,AGUA BLANCA DE ITURBIDE,HI,43460,MEX,GRUPO COMERCIAL Y CO NSTRUCTOR AGUA BLANC A SA DE CV,N0N66FB6
INDUSTRIA,TEXTIL,1992-02-14,CJU900125CV3,AV UNIVERSIDAD,INFONAVIT SAN CAYETA,106,,SAN JUAN DEL RIO,QU,76807,MEX,"CONFECCIONES JURAIDI NI,S DE RL DE CV",36DNBNFP
COMERCIO,OTROS COMERCIANTES,2009-10-14,CMS090515QU3,CHAIRE VIDAL,MOCTEZUMA 1A SECCION,36,C,VENUSTIANO CARRANZA,DF,15500,MEX,CORTES DE METALES SM ELTING SA DE CV,FD8PP8FD
INDUSTRIA,PRODUCTOS A BASE DE MINERALES NO METALICOS,2010-12-24,SCH0006073Y2,FEDERAL PUEBLA TLAXCALA KM 14 5,SAN FRANCISCO PAPALOTLA,SN,,PAPALOTLA DE XICOHTENCATL,TL,90790,MEX,SCHLEMMER SA DE CV,F6F8DINI
COMERCIO,SUPER Y ABARROTES,2011-01-20,ESM1012235R0,CRT TEPOZOTLAN LA AURORA BODEGA OCPLXII,BARRIO SAN JOSE,MZ KM,LT 1,CUAUTITLAN,EM,54800,MEX,EXCEL SPAIN DE MEXIC O SA DE CV,FPDBDDI6
COMERCIO,OTROS COMERCIANTES,2012-11-21,DPH1210256Y0,AV GREGORIO MENDEZ MAGANA 1311 TORRE 2,NUEVA VILLAHERMOSA,4TA PLAN,DEP 405,CENTRO,TA,86070,MEX,DIGIT PHONE S DE RL DE CV,46368I86
COMERCIO,SUPER Y ABARROTES,2009-11-10,GVG930305674,GUADALUPE VICTORIA,MARIANO MATAMOROS,22576,,TIJUANA,BN,22234,MEX,GRANERO Y VETERINARI A EL GRANO DE ORO  S A DE CV,FDF0NII6
INDUSTRIA,QUIMICO,2014-06-16,TOM140331226,CALZADA MEXICO XOCHIMILCO,SAN LORENZO HUIPULCO,75,D 201,TLALPAN,DF,14370,MEX,TOMCOMPANY SA DE CV,XD080880
COMERCIO,INSUMOS PARA LA INDUSTRIA,2008-05-08,MCE9209089ZA,CARR A LAREDO,PUERTA DEL NTE,500,,GENERAL ESCOBEDO,NL,66054,MEX,MATERIALES EL CENTEN ARIO SA DE CV,P3BB8B60
TRANSPORTE,COMUNICACIONES,2009-03-30,TEC090119QV7,CALZADA ZAVALETA,ARCOS DEL SUR,4501,101,PUEBLA,PU,72170,MEX,TECMACEL SA DE CV,F0336IFB
COMERCIO,SUPER Y ABARROTES,2008-03-05,SGP050318SU9,ESCOBEDO PTE,TECUALA,98,,TECUALA,NA,63440,MEX,SEMILLAS Y GRANOS LA S PALAPITAS  SA DE C V,6F60P0P0
COMERCIO,ROPA REGALOS Y CALZADO,2008-12-08,SNO0202153Z8,AV HIDALGO SUR,CIUDAD MIGUEL ALEMAN,149,,MIGUEL ALEMAN,TM,88300,MEX,SIMILARES DEL NOREST E SA DE CV,PPN8IN6P
SERVICIOS,SERVICIOS PROFESIONALES,1990-05-23,CMI860228TR8,AVENIDA YUCATAN,ROMA NORTE,20,MEZZ 1,CUAUHTEMOC,DF,6700,MEX,CONSULTORIA METROPOL ITANA DE INGENIERIA SA DE CV,36DNBP0F
COMERCIO,INSUMOS PARA LA INDUSTRIA,2018-03-20,CEM160413S63,CARR MEXICO PACHUCA,CENTRO,KM75800,,ZAPOTLAN DE JUAREZ,HI,42191,MEX,COMERCIALIZADORA ECO CICLO MGI SA DE CV,XFFFF0DF
TRANSPORTE,TRANSPORTE,1993-10-05,FRG731201QC9,FRANCIA,FRACC JUANA DE ARCO,2141,,MONTERREY,NL,64510,MEX,"FLETES RGC,SA DE CV",3PDNN068
SERVICIOS,SERVICIOS PROFESIONALES,2013-11-07,FSM9302165A5,HOMERO,POLANCO CHAPULTEPEC,534,304,MIGUEL HIDALGO,DF,11560,MEX,FULL SERVICE DE MEXI CO SA DE CV,X0INBNI3
COMERCIO,INSUMOS PARA LA INDUSTRIA,2002-07-09,ISM020624VB9,PRINCIPAL,EL PORVENIR,16799,,TIJUANA,BN,22224,MEX,INDUSTRIAL SAFETY DE MEXICO S.A. DE C.V.,N8FNP380
INDUSTRIA,TEXTIL,1993-07-07,GEZ910524TB8,EJE CENTRAL LAZARO CARDENAS,CENTRO (AREA 7),108,LOCAL 5,CUAUHTEMOC,DF,6070,MEX,GRUPO EMPRESARIAL ZA PATERO SA CV,030F3F8I
INDUSTRIA,MAQUIRIA Y EQUIPO,1997-03-31,TIL970313PW8,CALLE 2,INDUSTRIAL ALCE BLAN,13,D,NAUCALPAN DE JUAREZ,EM,53370,MEX,"TEURA ILUMINACION,SA DE CV",D0PIIBNF
INMOBILIARIO,NO VIVIENDA,2010-10-29,DIC100914DA2,CALLE PASEO DE TOLEDO MANZANA 8,LA TOSCANA,LOTE 31,,SOLIDARIDAD,QR,77725,MEX,DISE�O INTEGRALYCONS TRUCCIONES OPTIMIZAD ASEN ACABADOS SADECV,F6D0IPNI
INDUSTRIA,MAQUIRIA Y EQUIPO,2008-01-14,PMX071219F63,EMERSON,POLANCO V SECCION,150,D 803,MIGUEL HIDALGO,DF,11560,MEX,PALBIT MX S DE RL DE CV,6P88B8I0
INDUSTRIA,TEXTIL,2006-02-01,CAL9505058TA,AV CHAPULTEPEC,CARACOL,401,,MONTERREY,NL,64810,MEX,CINTOS Y ACCESORIOS L&L SA DE CV,INBNF333
COMERCIO,SUPER Y ABARROTES,2013-06-27,DAA1306184X1,PROLONGACION MONTES DE OCA,EL VERGEL,303,,CELAYA,GU,38070,MEX,DISTRIBUIDORA AVICOL A AVIUNSA SA DE CV,4FBB00DD
INDUSTRIA,INDUSTRIAS BASICAS,1985-10-11,SEM830914UPA,DIONISIO HERRERA 4A AV,COL ZIMEX,S/N,,SANTA CATARINA,NL,66350,MEX,"SEMASA,SA DE CV",36F0P8B0
SERVICIOS,SERVICIOS MEDICOS,2007-08-13,CQN980812PC3,AV NOGALAR SUR,FUTURO NOGALAR SECTOR 1,412,,SAN NICOLAS DE LOS GARZA,NL,66484,MEX,CENTRO QUIRURGICO NO GALAR SA DE CV,68DB0688
INDUSTRIA,TEXTIL,1998-01-20,BSX970707KV3,AV JALISCO,TACUBAYA,313,,MIGUEL HIDALGO,DF,11870,MEX,"BERTOLINIS,SA DE CV",D3I60IBP
COMERCIO,SUPER Y ABARROTES,2012-03-23,DLM030506SH0,VIA LOPEZ PORTILLO KM 4 5 NAVE M BODEGA,CENTRAL DE ABASTOS,8,,TOLUCA,EM,50200,MEX,DISTRIBUIDORA DE LAC TEOS MORENO SA DE CV,4B3PIPPP
INDUSTRIA,OTRAS INDUSTRIAS MANUFACTURERAS,1998-11-25,IMS980921T59,CARRETRA LA BARCA GUADALAJARA,SANTA CRUZ EL GRANDE,KM 53,,PONCITLAN,JA,45960,MEX,"INDUSTRIA MUEBLERA S ANCHEZ,SA DE CV",DDIB38PF
INDUSTRIA,TEXTIL,2003-02-25,PSF030212HU6,SAHUAYO,MICHOACAN,222,,LEON,GU,37240,MEX,PROCESADORA SANTA FE SA DE CV,NP8F3I6B
COMERCIO,INSUMOS PARA LA INDUSTRIA,1980-06-03,AMA580923ET2,MANUEL CARPIO,SANTA MARIA LA RIBER,187,,CUAUHTEMOC,DF,6400,MEX,ALFONSO MARHX SA DE CV,36066B3B
SERVICIOS,SERVICIOS PROFESIONALES,1996-06-25,OAA870226FV2,CIRCUNVALACION PROVIDENCIA,COUNTRY CLUB,1525,,GUADALAJARA,JA,44610,MEX,OROPEZA DE ALBA Y AS OCIADOS S A DE C V,30F8IIN3
COMERCIO,SUPER Y ABARROTES,2003-07-31,DPA960105QF9,BOULEVARD JUAN PABLO II CENTRAL DE ABASTOS,AEROPUERTO,4701,CDEB4,CHIHUAHUA,CH,31384,MEX,DISTRIBUIDORA DE PRO DUCTOS ALIMENTICIOS DE CHIHUAHUA SADECV,BPIDI3PI
INDUSTRIA,OTRAS INDUSTRIAS MANUFACTURERAS,1981-09-30,HAM770628VB1,GUILLERMO GONZALEZ CAMARENA,COMPLEJO INDUSTRIAL,44,,CUAUTITLAN IZCALLI,EM,54730,MEX,"HAMEX,SA",DNFIB80P
COMERCIO,SUPER Y ABARROTES,1997-12-04,SIN930914F54,CHAPULTEPEC,POLANCO,800,L 149,GUADALUPE,NL,67140,MEX,"SAGA INC,SA DE CV",D38N6060
INDUSTRIA,MINERIA,2008-01-10,EES060217592,RUBEN DARIO TORRE CHAPULTEPEC,BOSQUES DE CHAPULTEP,281,P19 1902,MIGUEL HIDALGO,DF,11580,MEX,EMS ENERGY SERVICES MEXICO  S DE RL DE C V,6PBPI8F8
INMOBILIARIO,NO VIVIENDA,2003-01-15,TGI021031IF8,JAIME REYNES,MARCOS BUENDIA,101,,CENTRO,TA,86190,MEX,TAPIA GARCIA INGENIE ROS SA DE CV,NP3B68DN
COMERCIO,SUPER Y ABARROTES,2003-11-26,SSC670605R94,THIERS,POLANCO,243,,MIGUEL HIDALGO,DF,11590,MEX,SUPER SERVICIO CARRE TERA SA DE CV,800BB86P
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,1996-12-06,GSF9111119Q8,CARR AV REVOLUCION SUR,LA HUACANA,S/N,,LA HUACANA,MI,61850,MEX,GASOLINERA SAN FRANC ISCO SA DE CV,D33FIPDP
AGROINDUSTRIA,AGROINDUSTRIA,2013-07-30,GDC130716UD7,GOBERNADOR LUIS G CURIEL,ZONA INDUSTRIAL 2A SECC,3000,,GUADALAJARA,JA,44949,MEX,GANADERIA DON CARLOS SA DE CV,4F6DNINF
COMERCIO,OTROS COMERCIANTES,1997-08-25,SRA970404QH0,CIRCUITO CIENTIFICOS,CIUDAD SATELITE,2,,NAUCALPAN,EM,53100,MEX,"SANTAMARIA REYES Y A SOCIADOS,SA DE CV",D3DNDN3I
COMERCIO,AUTOS Y REFACCIONES,1991-10-30,MBR720208UT8,AV LAZARO CARDENAS,BUENA VISTA,1714,,PIEDRAS NEGRAS,CU,26040,MEX,MOTORES DEL BRAVO SA DE CV,36III8N6
TRANSPORTE,TRANSPORTE,2000-11-01,DPP971118358,PROLONGACION 11 ORIENTE,SAN JOSE LA LAGUNA,SIN NUME,,AMOZOC,PU,72980,MEX,DIST DE PROD PETROLI FEROS LOS ANGELES SA DE CV,D8FBF38D
INDUSTRIA,TEXTIL,2016-07-06,FCG140808A74,IGNACIO RAYON,SANTA ANITA,208,,SAN FRANCISCO DEL RINCON,GU,36320,MEX,FABRICA DE CALZADO G ARCIS SA DE CV,XID668N3
COMERCIO,INSUMOS PARA LA INDUSTRIA,2013-06-17,AGR120824GM6,ZARAGOZA,ZAPOTITAN DE HIDALGO,13A,,JOCOTEPEC,JA,45810,MEX,AGROINSUMOS GRAFECA SPR DE RL DE CV,4FNNN3I0
TRANSPORTE,TRANSPORTE,2006-05-19,CSM060419PJ4,PROL LAGO TANA,HUICHAPAN,43,NAVE 9,MIGUEL HIDALGO,DF,11290,MEX,COMUNICACIONES Y SON IDO MEXICO SA DE CV,I868PND3
SERVICIOS,SERVICIOS PROFESIONALES,2008-10-01,MCG060621866,HABANERAS,JARDINES DE VIRGINIA,271,,BOCA DEL RIO,VE,94294,MEX,MAJA CONSULTING GROU P SA DE CV,PIN806DF
SERVICIOS,SERVICIOS PROFESIONALES,1991-12-05,DAT8102046P7,CTO INTERIOR AV PATRIOTISMO,ESCANDON I SECCION,92,92,MIGUEL HIDALGO,DF,11800,MEX,"DATAPOINT,SA DE CV",36DINBPN
INDUSTRIA,INDUSTRIAS BASICAS,1997-12-04,DPL810703AB1,CARRET PUE VALSEQUILLO,SAN FRANCISCO TOTIMEHUACAN,KM 9.5,,PUEBLA,PU,72960,MEX,DISE�OS Y PROYECTOS LAMINADOS SA DE CV,D38N8FP8
INDUSTRIA,OTRAS INDUSTRIAS MANUFACTURERAS,1992-07-17,BRN571214EVA,MEXICO NOGALES KM00005 AP301,GRECO,KM0005,,NOGALES,SO,84000,MEX,BEBIDAS REFRESCANTES DE NOGALES SA DE CV,363B3D3B
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,2005-11-16,GAN9709016E0,AV CENTENARIO,ATZACOALCO,1870,,GUSTAVO A MADERO,DF,7040,MEX,GRUPO ANHUAR SA DE C V,I3I0IN0N
TRANSPORTE,TRANSPORTE,2000-11-07,TNT000720S74,CIRCUITO BALVANERA,EL BATAN,12 A,,CORREGIDORA,QU,76920,MEX,TRANSPORTADORA NACIO NAL TERRESTRE SA DE CV,38B8033F
INMOBILIARIO,NO VIVIENDA,2009-09-18,VRS090123CX5,MIGUEL DE LA MADRID,JOSE DE LAS FUENTES,3240,,MONCLOVA,CU,25747,MEX,VAGA REFRACTORY SERV ICE SA DE CV,FDDFN03N
COMERCIO,OTROS COMERCIANTES,1998-03-09,SIM980209BW1,AV GASTELUM,ENSENADA CENTRO,1557,E,ENSENADA,BN,22800,MEX,SERVS INMOBILIARIOS PARA MAQUILADORA SA DE CV,D36FPIID
TRANSPORTE,TRANSPORTE,2013-12-10,TLE131112CT8,ANTIGUA CARRETERRA A ROMA,DEPORTIVO LAGRANGE,KM 3 6,NAVE 9 A,SAN NICOLAS DE LOS GARZA,NL,66480,MEX,TRANSPORTES Y LOGIST ICA ELIMSA SA DE CV,X0FBD3N3
INDUSTRIA,PRODUCTOS A BASE DE MINERALES NO METALICOS,1992-02-07,AMI780504F88,DESCARTES,NUEVA ANZURES,104,,MIGUEL HIDALGO,DF,11590,MEX,"AISLANTES MINERALES, SA DE CV",360IFDPD
TRANSPORTE,TRANSPORTE,2009-02-11,MGR080703UA8,DR ATL,LA COLONIA,432,,MINERAL DE LA REFORMA,HI,42185,MEX,MUNDO GLOBAL EN RENT A SA DE CV,PFNPIDNB
COMERCIO,INSUMOS PARA LA INDUSTRIA,1994-01-11,MAK891005JP7,SAN LUIS TLATILCO,SAN LUIS TLATILCO,6,A,NAUCALPAN,EM,53580,MEX,MAKYMAT SA PI DE CV,3PB03P08
SERVICIOS,SERVICIOS PROFESIONALES,2004-05-25,SIG0308284B7,CALIFORNIA,INSURGENTES SAN BORJA,303,1,BENITO JUAREZ,DF,3100,MEX,SISTEMAS INTEGRALES DE GERENCIAMIENTO SC,8DN8D660
COMERCIO,SUPER Y ABARROTES,1994-09-20,GSV9103211U9,IGNACIO ZARAGOZA NTE,PRIMER CUADRO,324,,AHOME,SI,81200,MEX,"GRANOS Y SEMILLAS VA SY,SA DE CV",3PI86PN6
COMERCIO,SUPER Y ABARROTES,2015-10-21,AGA120130AD0,2A CERRADA DE CARRETONES,MERCED BALBUENA,18,,VENUSTIANO CARRANZA,DF,15810,MEX,ABARROTERA GAVIOTA S A DE CV,XBPDBI38
INDUSTRIA,QUIMICO,1998-03-04,MLU930322LKA,AMERICA DEL SUR,INDUSTRIAL UNIDAD NACIONAL II,101,,SANTA CATARINA,NL,66358,MEX,"MAQUILADORA DE LUBRI CANTES,SA DE CV",D36PI0PB
COMERCIO,INSUMOS PARA LA INDUSTRIA,2012-06-28,AMM070316QA9,CARR CULIACAN EL DORADO,CAMPO EL DIEZ,SN,,CULIACAN,SI,80300,MEX,ASIA MAQUINARIA DE M EXICO SA DE CV,48B0IPI8
INMOBILIARIO,NO VIVIENDA,2004-09-02,SCC8710283F1,INGENIEROS  MILITARES,U. HAB. LOMAS DE SOTELO,105,4 PISO,MIGUEL HIDALGO,DF,11200,MEX,SERVICIOS EN CEMENTO Y CONCRETO SA DE CV,8NP6N0NB
SERVICIOS,SERVICIOS DE EDUCACION,2003-07-18,ETE9511083S1,AV 5 DE MAYO,EL POLVORIN,99,,TEOLOYUCAN,EM,54770,MEX,ESCUELA TEOLOYUCAN S C,BPB6P6IN
AGROINDUSTRIA,AGROINDUSTRIA,2008-06-28,PAF080530QN9,REY TANGANXOAN II,VISTA BELLA,870,A,MORELIA,MI,58090,MEX,PRODUCTORA AGRICOLA FRUCAM,PND0063N
INDUSTRIA,PAPEL,1992-12-15,CMI9209074Y1,TOKIO,PORTALES SUR,424,A,BENITO JUAREZ,DF,3300,MEX,"CORPORATIVO MINA, S. A. DE C.V.",3F0N3BP8
COMERCIO,AUTOS Y REFACCIONES,1997-01-07,LRA9403244BA,CARR ALVARO OBREGON KM 12,CAMPO NUMERO 20,SN,,CUAUHTEMOC,CH,31607,MEX,LLANTAS Y REFACCIONE S AGRICOLAS SA DE CV,3BNIBII0
INDUSTRIA,PAPEL,1981-12-09,ETI870608EB0,CHICLE,GRANJAS MEXICO,117,,IZTACALCO,DF,8400,MEX,LA ETIQUETA SA DE CV,008N6N86
COMERCIO,INSUMOS PARA LA INDUSTRIA,1997-02-07,IMS960202AE5,ENCINO,LA LOMA,48,A,MONCLOVA,CU,25770,MEX,COMPANIA INDUSTRIAL DE MONCLOVA SA DE CV,DNDBDBNN
INMOBILIARIO,NO VIVIENDA,1998-05-28,RUR9711058X5,MONTES AZULES,LOMAS DE SAN LUIS SUR,230,,SAN LUIS POTOSI,SL,78210,MEX,ROCA URBANIZACIONES SA DE CV,336FFI88
COMERCIO,SUPER Y ABARROTES,2001-08-02,GLA010601GJ6,RODOLFO CHAVEZ CARRILLO,CENTRO,598,A,VILLA DE ALVAREZ,CO,28984,MEX,GRANJAS LOMA ALTA SA DE CV,N3BFBN3D
COMERCIO,OTROS COMERCIANTES,2010-12-30,FMA1012205N9,BRAVO,SANTIAGO PAPASQUIARO,29,,SANTIAGO PAPASQUIARO,DU,34630,MEX,FERRETERIA Y MATERIA LES DEL ANGEL SA DE CV,FP006I06
COMERCIO,OTROS COMERCIANTES,2010-07-21,SDE091112E61,TABASCO,SAN BENITO,237,B,HERMOSILLO,SO,83190,MEX,SNB DESARROLLOS ELEC TRICOS SA DE CV,F8FINPBF
COMERCIO,ROPA REGALOS Y CALZADO,1992-08-04,BSE911119KF4,COSTERA MIGUEL ALEMAN,CLUB DEPORTIVO,108,,ACAPULCO DE JUAREZ,GO,39690,MEX,"BY THE SEA,SA DE CV",363IN8II
COMERCIO,AUTOS Y REFACCIONES,2012-01-23,ALA0910143R3,CANADA,VISTA HERMOSA,423,A,MONTERREY,NL,64620,MEX,ARSENAL SAPI DE CV,4NNF063I
INDUSTRIA,MAQUIRIA Y EQUIPO,2005-12-13,RAU0505273V1,27 ORIENTE,SAN PEDRO MEXICALTZI,4,,SAN PEDRO CHOLULA,PU,72762,MEX,REMOLQUES AUTOMOTRIC ES SA DE CV,IDBIDF0P
COMERCIO,INSUMOS PARA LA INDUSTRIA,2003-02-04,SAL0301275W0,BOULEVARD SOLIDARIDAD,LA PRADERA,13243,,IRAPUATO,GU,36630,MEX,"SISTEMAS AVANZADOS L ASER Y GPS, SA DE CV",NPNI0IPB
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,2007-03-14,EIE001220IG9,MATAMOROS OTE,REFORMA,204,A,NAVOJOA,SO,85830,MEX,EMPRESA INTEGRADORAD E EST. DE CARBURACIO N SONORA  SIN. SA DE,636PFBDP
COMERCIO,INSUMOS PARA LA INDUSTRIA,2008-01-29,MAR9710317F4,O ATE,EL VENADILLO,10104,,MAZATLAN,SI,82129,MEX,MAYOREO AUTOMOTRIZ R EFACCIONARIO SA DE C V,6PPP63PB
COMERCIO,SUPER Y ABARROTES,2008-01-16,CEG0609278J3,JOSE MANUEL IRUEGAS,LA VICTORIA,229,15,GUADALUPE,NL,67110,MEX,CEGONZZ S DE RL DE C V,6PI0NBD0
SERVICIOS,SERVICIOS PROFESIONALES,1998-10-14,CCO9508223N5,LA CRUZ,NUEVA SIERRITA,304,,FRONTERA,CU,25620,MEX,CIA CONSTRUCTORA Y C OMERCIALIZADORA SA D E CV,DD8N6IF8
COMERCIO,INSUMOS PARA LA INDUSTRIA,2007-06-26,IMR060315K21,KELVIN,ANZURES,27,2 PISO,MIGUEL HIDALGO,DF,11590,MEX,INNOVATIVE DE MEXICO RLS S DE RL DE CV,6B0IP08F
COMERCIO,SUPER Y ABARROTES,2008-07-08,DDC001130KC0,MIER Y PESADO,DEL VALLE,304,L 4,BENITO JUAREZ,DF,3100,MEX,DEPOSITO DE DULCES Y CIGARROS LA MERCED SA DE CV,PNBFNFNP
COMERCIO,OTROS COMERCIANTES,2008-01-25,FRR071207QVA,LOPEZ COTILLA,STA PAULA,73,,TONALA,JA,45400,MEX,FERRETERIA RROY SA D E CV,6PPD8PIB
